Score: 0.5062219500541687 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 5.113677501678467 -5.032543659210205 -1.7355574369430542 1.5585721731185913 3.612398386001587 1.424084186553955 4.624051094055176
Score: 0.11187631636857986 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 2.59822154045105 -7.879300117492676 -1.385836124420166 1.6111217737197876 3.5095510482788086 1.6022193431854248 4.8563714027404785
Score: 0.10747583210468292 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.42803430557250977 16.214494705200195 -1.0550355911254883 1.606758952140808 3.597585678100586 1.5160539150238037 0.45059970021247864
Score: 0.10385524481534958 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.39635133743286133 -20.157678604125977 -1.0160236358642578 1.6308273077011108 3.9189260005950928 1.4941397905349731 0.1951705515384674
Score: 0.1023862287402153 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 1.3196134567260742 -7.833308219909668 -0.7946398854255676 1.5691128969192505 3.404935598373413 1.5211163759231567 1.7483223676681519
Score: 0.10165370255708694 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.14853566884994507 1.1585159301757812 -1.7110157012939453 1.5276094675064087 3.4170055389404297 1.5434049367904663 1.28907310962677
Score: 0.09936999529600143 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.9645408391952515 7.816774368286133 -0.8223786950111389 1.584076166152954 3.478031873703003 1.6143642663955688 3.3778865337371826
Score: 0.09219943732023239 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 3.972329616546631 -7.872365474700928 -1.5136668682098389 1.620711326599121 3.9046082496643066 1.5374926328659058 4.717240333557129
Score: 0.09196839481592178 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 1.0886306762695312 -3.561145305633545 -1.4968270063400269 1.662185549736023 3.9441421031951904 1.5613704919815063 0.08018677681684494
Score: 0.08860721439123154 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.16209985315799713 18.02964973449707 -0.8494426608085632 1.6341142654418945 4.28754997253418 1.5483741760253906 2.682927131652832
Score: 0.08775299042463303 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 12.1282377243042 -4.945169925689697 -1.5693217515945435 1.5940576791763306 3.7360217571258545 1.4313561916351318 4.846948146820068
Score: 0.08707120269536972 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.22106072306632996 -1.3937280178070068 -1.600904107093811 1.5452690124511719 3.327064275741577 1.5310750007629395 1.3406891822814941
Score: 0.08607079833745956 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 3.735201597213745 -8.295934677124023 -1.49918532371521 1.644027590751648 3.7915289402008057 1.5392699241638184 3.16214919090271
Score: 0.08583912253379822 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 1.2256155014038086 -4.927485466003418 -1.7043476104736328 1.6046723127365112 3.6387205123901367 1.5530790090560913 1.595023274421692
Score: 0.08514143526554108 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.19000959396362305 6.264026641845703 -1.2156131267547607 1.7040951251983643 4.198728084564209 1.693961501121521 3.239802598953247
Score: 0.08512954413890839 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.08364243060350418 -14.026406288146973 -1.2202093601226807 1.719466209411621 4.05927848815918 1.5689696073532104 2.830596446990967
Score: 0.08501309901475906 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 21.72633934020996 19.331283569335938 -1.8700923919677734 1.5562281608581543 3.708557605743408 1.421238660812378 1.374056339263916
Score: 0.08479050546884537 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.1008027195930481 -21.703405380249023 -0.9734499454498291 1.686311960220337 4.108138561248779 1.4886670112609863 0.4501004219055176
Score: 0.08400793373584747 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 26.35334014892578 19.890701293945312 -1.839384913444519 1.659788727760315 4.383863925933838 1.4663050174713135 3.3542306423187256
Score: 0.08387937396764755 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.27633047103881836 -5.295778751373291 -1.5741114616394043 1.673171043395996 3.850668430328369 1.5295209884643555 0.3726549744606018
Score: 0.08265206217765808 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.1452719271183014 0.20218342542648315 -1.5750904083251953 1.6716114282608032 4.076735019683838 1.6540833711624146 0.172490194439888
Score: 0.08192147314548492 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 1.2916500568389893 -5.26312255859375 -1.6316242218017578 1.6685384511947632 3.862898826599121 1.568435549736023 3.1350247859954834
Score: 0.08141122758388519 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 3.9271018505096436 -13.943276405334473 -0.8834605813026428 1.6353501081466675 4.044715881347656 1.5881694555282593 -0.691386342048645
Score: 0.08140388131141663 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.0015954524278640747 -20.28628921508789 -1.118882179260254 1.620707392692566 4.043417453765869 1.4811146259307861 1.1646575927734375
Score: 0.08122606575489044 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 23.494829177856445 18.055238723754883 -1.6493096351623535 1.6180237531661987 3.957120180130005 1.4839892387390137 1.351639986038208
Score: 0.08067324012517929 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.752553939819336 15.187241554260254 -0.9752473831176758 1.6459152698516846 3.7555992603302 1.516114592552185 3.5225181579589844
Score: 0.07968654483556747 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 51.691246032714844 1.8590526580810547 -0.8991043567657471 1.6268501281738281 3.6910898685455322 1.5173043012619019 -0.1363595575094223
Score: 0.07927671074867249 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.161190465092659 -5.466463088989258 -1.563584566116333 1.6100292205810547 3.8052420616149902 1.4974428415298462 1.2009217739105225
Score: 0.07836288958787918 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 48.28606414794922 -12.367084503173828 -0.5430383682250977 1.7833601236343384 4.598967552185059 1.8196121454238892 4.5845208168029785
Score: 0.07802696526050568 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 2.1018998622894287 -13.296785354614258 -0.873327910900116 1.5647398233413696 3.5425989627838135 1.5506207942962646 1.0847675800323486
Score: 0.07798540592193604 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 13.969413757324219 10.595986366271973 -1.0815231800079346 1.537772536277771 3.4816372394561768 1.4511077404022217 3.678781032562256
Score: 0.07642515003681183 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 2.7970328330993652 -13.830804824829102 -0.8727035522460938 1.6275080442428589 3.600959539413452 1.5634164810180664 -0.1196572482585907
Score: 0.07573607563972473 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 4.530272006988525 -15.22470760345459 -0.8857352137565613 1.687005877494812 3.9973089694976807 1.635297179222107 4.853649616241455
Score: 0.07559231668710709 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 20.577611923217773 19.255266189575195 -1.700533151626587 1.5456136465072632 4.031703472137451 1.4664239883422852 1.5317652225494385
Score: 0.07523085176944733 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.08307117223739624 -19.39008140563965 -0.9643347263336182 1.6275089979171753 4.20840311050415 1.4903249740600586 1.8665125370025635
Score: 0.0748273953795433 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 4.86284875869751 14.46905517578125 -1.4943817853927612 1.6142786741256714 3.907241106033325 1.5570337772369385 3.0298855304718018
Score: 0.07422452419996262 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 4.34609842300415 14.580607414245605 -1.5844265222549438 1.5852657556533813 3.8187859058380127 1.516069769859314 3.095475673675537
Score: 0.07389641553163528 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.1086653396487236 8.806892395019531 -0.8541491627693176 1.660702109336853 4.415805816650391 1.5957763195037842 2.785825252532959
Score: 0.07355833798646927 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 7.513683795928955 13.267127990722656 -1.366255521774292 1.6081548929214478 4.051084995269775 1.5302741527557373 5.1822967529296875
Score: 0.07321084290742874 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 2.9714651107788086 -8.440619468688965 -1.4389911890029907 1.6183966398239136 3.7393696308135986 1.610534429550171 1.7122522592544556
Score: 0.07170932739973068 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.6395901441574097 6.710031032562256 -0.9729365706443787 1.6394140720367432 4.0057053565979 1.701456069946289 3.0415537357330322
Score: 0.07097533345222473 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.15228839218616486 -18.579010009765625 -1.2008674144744873 1.6957590579986572 4.2504472732543945 1.6184180974960327 0.21616889536380768
Score: 0.06964526325464249 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 4.3208112716674805 -5.983309745788574 -1.7173019647598267 1.642469048500061 3.6166951656341553 1.4129633903503418 3.2181363105773926
Score: 0.06894391775131226 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 5.224972724914551 -12.072981834411621 -1.0937061309814453 1.5420817136764526 3.569561004638672 1.4908878803253174 1.7207646369934082
Score: 0.06842156499624252 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 7.619361400604248 15.109938621520996 -1.1900688409805298 1.6883445978164673 4.048491954803467 1.5204193592071533 3.1401450634002686
Score: 0.066907599568367 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 10.380823135375977 -19.23746681213379 -1.9205207824707031 1.5823959112167358 4.172204971313477 1.4955140352249146 3.570707082748413
Score: 0.06557828187942505 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.11148016154766083 -8.102956771850586 -0.9542961120605469 1.620600938796997 3.7746212482452393 1.4942842721939087 1.5559216737747192
Score: 0.06489727646112442 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.7246785759925842 -20.94911766052246 -0.8249651789665222 1.595389485359192 3.9358534812927246 1.505002737045288 3.0116333961486816
Score: 0.06465542316436768 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.14004948735237122 -0.8546240925788879 -1.6361786127090454 1.656911849975586 3.7274279594421387 1.6136354207992554 -0.18770831823349
Score: 0.06432851403951645 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.46730440855026245 15.50561237335205 -1.0758819580078125 1.6556042432785034 3.9165971279144287 1.558929681777954 0.5089992880821228
Score: 0.06405382603406906 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 4.663053035736084 -4.679116725921631 -1.715611219406128 1.5800740718841553 3.6247739791870117 1.4559320211410522 4.459060192108154
Score: 0.06377740949392319 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 22.96488380432129 19.12102699279785 -1.7297775745391846 1.5583419799804688 3.6516218185424805 1.4779456853866577 4.4469780921936035
Score: 0.06313065439462662 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.118785560131073 1.1687648296356201 -1.6941994428634644 1.6270277500152588 3.6211793422698975 1.5742853879928589 0.3822643458843231
Score: 0.06303926557302475 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 22.84828758239746 19.6738338470459 -1.7706480026245117 1.5904955863952637 3.7844879627227783 1.4646155834197998 4.2366838455200195
Score: 0.06088203936815262 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.40851280093193054 -1.659142017364502 -1.5803498029708862 1.6013069152832031 3.360448122024536 1.5168856382369995 0.2947854697704315
Score: 0.060834214091300964 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 7.062725067138672 12.663697242736816 -1.53075110912323 1.48379647731781 3.727233648300171 1.4808740615844727 1.9567649364471436
Score: 0.06065291166305542 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.16127771139144897 -14.505986213684082 -1.2782092094421387 1.668638825416565 3.8396995067596436 1.5517305135726929 1.6896605491638184
Score: 0.060222793370485306 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 1.4267040491104126 -19.995166778564453 -0.8998052477836609 1.5784721374511719 3.9274251461029053 1.4725518226623535 2.751753568649292
Score: 0.0593155212700367 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.002284318208694458 -2.3133957386016846 -1.4454413652420044 1.5816313028335571 3.7436776161193848 1.504866600036621 0.9991244673728943
Score: 0.058842867612838745 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 20.85735511779785 -17.375303268432617 -1.0791699886322021 1.655493974685669 4.128294944763184 1.5162307024002075 4.451784610748291
Score: 0.05817781016230583 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.40511953830718994 -19.064538955688477 -1.081453800201416 1.69333016872406 4.203357696533203 1.5847437381744385 2.8718020915985107
Score: 0.05804583802819252 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.7137841582298279 17.670923233032227 -0.7617014646530151 1.615892767906189 3.8744444847106934 1.5350128412246704 -0.09937584400177002
Score: 0.05792619287967682 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 1.6894216537475586 -8.626115798950195 -0.9298401474952698 1.6099146604537964 3.644430160522461 1.5436917543411255 -0.11239948868751526
Score: 0.057337284088134766 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 2.4800679683685303 -14.393757820129395 -0.6790275573730469 1.612688660621643 3.8604605197906494 1.480851173400879 -0.07865843176841736
Score: 0.056718602776527405 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 9.152727127075195 -18.108652114868164 -1.7553948163986206 1.650286078453064 3.9220519065856934 1.561274766921997 4.499782562255859
Score: 0.05647382140159607 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 21.362350463867188 18.817712783813477 -1.8562707901000977 1.553341031074524 3.9709062576293945 1.4478715658187866 1.3177547454833984
Score: 0.05636190250515938 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 7.829412937164307 15.815103530883789 -1.3623454570770264 1.6312353610992432 3.827838659286499 1.5677214860916138 1.60507333278656
Score: 0.056141071021556854 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 24.687564849853516 22.940183639526367 -1.4240283966064453 1.4670219421386719 3.848008394241333 1.5019952058792114 2.117955207824707
Score: 0.05590376630425453 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.06005384773015976 -15.188294410705566 -1.2124978303909302 1.6838512420654297 3.9992518424987793 1.5633894205093384 0.03414442017674446
Score: 0.055654335767030716 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 12.160635948181152 -4.397301197052002 -1.5890679359436035 1.5550905466079712 3.784810781478882 1.4377182722091675 4.785404682159424
Score: 0.055578216910362244 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.20112931728363037 7.219526767730713 -1.131781816482544 1.593788743019104 3.6112637519836426 1.5655267238616943 1.3309893608093262
Score: 0.05518930405378342 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 26.883630752563477 18.85516929626465 -1.7513130903244019 1.5494216680526733 3.7610833644866943 1.4277052879333496 1.0636897087097168
Score: 0.054591916501522064 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 2.576817512512207 -13.623589515686035 -0.8883808851242065 1.6272953748703003 3.7204346656799316 1.5470383167266846 4.67050838470459
Score: 0.05454370006918907 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 53.12517547607422 0.5439296960830688 -0.9708349704742432 1.6024290323257446 4.065405368804932 1.6244244575500488 1.6480605602264404
Score: 0.054389920085668564 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 5.132570266723633 -15.502391815185547 -1.1924015283584595 1.6219778060913086 3.6994242668151855 1.5677790641784668 4.4129180908203125
Score: 0.05438888445496559 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 7.93545389175415 13.184910774230957 -1.3097083568572998 1.5754338502883911 4.04311466217041 1.493079423904419 3.049360513687134
Score: 0.05423672869801521 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 4.874510288238525 -5.902839183807373 -1.7444076538085938 1.649086356163025 3.7591099739074707 1.4384862184524536 -0.1382042020559311
Score: 0.0534849613904953 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.18829956650733948 24.4803524017334 -1.2840386629104614 1.656317114830017 4.0864152908325195 1.5149900913238525 0.70982426404953
Score: 0.05347555875778198 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 20.468673706054688 -21.708438873291016 -0.870896577835083 1.7008590698242188 3.89695405960083 1.813863754272461 4.619731903076172
Score: 0.05276082828640938 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 2.4024815559387207 -13.670082092285156 -0.8779053092002869 1.6189130544662476 3.4318103790283203 1.5488842725753784 0.4588320255279541
Score: 0.0522954948246479 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 11.70928955078125 -19.375057220458984 -1.818297266960144 1.5824544429779053 3.9672720432281494 1.4625844955444336 -0.6141430735588074
Score: 0.05228235200047493 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.07294395565986633 1.3731281757354736 -1.5868608951568604 1.6153481006622314 3.5937490463256836 1.5405327081680298 2.8479249477386475
Score: 0.05212376266717911 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 4.723880767822266 -4.130090713500977 -1.683484435081482 1.5880818367004395 3.836841344833374 1.4863249063491821 3.9738383293151855
Score: 0.052107930183410645 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 9.629380226135254 -17.719438552856445 -2.055412769317627 1.6172773838043213 3.7606029510498047 1.5041711330413818 5.035092353820801
Score: 0.05186298117041588 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 9.410574913024902 -14.040862083435059 -1.3429996967315674 1.5857335329055786 3.8293304443359375 1.4349061250686646 -0.5489654541015625
Score: 0.05113204941153526 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 11.04137134552002 -19.423749923706055 -1.9274630546569824 1.5867096185684204 4.046478271484375 1.4796689748764038 -0.2750774025917053
Score: 0.05095510184764862 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 4.125430107116699 -8.771614074707031 -1.5809118747711182 1.6447738409042358 4.013870716094971 1.5712659358978271 3.2655675411224365
Score: 0.05080275982618332 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 7.805807113647461 15.205488204956055 -1.2420344352722168 1.6392812728881836 3.9448723793029785 1.563906192779541 1.5541950464248657
Score: 0.05070870369672775 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.5892464518547058 -8.981998443603516 -0.7906284928321838 1.6489142179489136 3.9953701496124268 1.5036057233810425 0.3460821509361267
Score: 0.0501985140144825 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 1.3486528396606445 -21.03185272216797 -0.8218867778778076 1.6310646533966064 3.9399852752685547 1.5078150033950806 -0.4403839409351349
Score: 0.050130344927310944 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 0.5037708282470703 -5.947148323059082 -1.4552721977233887 1.6203409433364868 4.081114292144775 1.5290148258209229 0.22335213422775269
Score: 0.7708458304405212 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.723156929016113 -1.8150150775909424 -1.4563044309616089 0.6022824048995972 1.0663846731185913 1.8639726638793945 3.0297508239746094
Score: 0.7696949243545532 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 4.723844528198242 5.959116458892822 -1.5814342498779297 0.5993400812149048 0.9217771887779236 1.815126657485962 -0.200998917222023
Score: 0.728988766670227 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.9484869241714478 2.8699610233306885 -1.5956648588180542 0.6384427547454834 0.927371621131897 1.7022664546966553 1.380691409111023
Score: 0.597737729549408 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.704280853271484 -1.7883094549179077 -1.5713887214660645 0.6556916832923889 1.0144832134246826 1.8043320178985596 1.1752827167510986
Score: 0.5049874782562256 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.2114595174789429 4.374424934387207 -1.6261669397354126 0.6747745871543884 0.8916944861412048 1.6978144645690918 0.7901740074157715
Score: 0.3755156397819519 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.1678552627563477 3.8361573219299316 -1.61663818359375 0.5419152975082397 0.8556305170059204 1.7474613189697266 -0.4366150498390198
Score: 0.35848355293273926 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 3.355536699295044 4.888915061950684 -1.2408510446548462 0.6466796398162842 0.9077650308609009 1.6786562204360962 -0.654803991317749
Score: 0.2126680165529251 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 5.671041965484619 -3.2274556159973145 -1.9735465049743652 0.6305090188980103 0.759667158126831 1.6178460121154785 -0.4376647174358368
Score: 0.16341464221477509 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.086320877075195 -8.312821388244629 -1.235034704208374 0.6203938722610474 0.687251627445221 1.7252509593963623 -0.1950823813676834
Score: 0.1519365906715393 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.5221461057662964 2.898226022720337 -1.303173542022705 0.6520434021949768 1.0084140300750732 1.735184669494629 1.2971243858337402
Score: 0.14953234791755676 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.35166597366333 4.229236602783203 -1.6379766464233398 0.6042187213897705 0.9540502429008484 1.7462570667266846 3.876828193664551
Score: 0.1440182775259018 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 4.736295700073242 6.169126987457275 -1.584097146987915 0.6681036949157715 0.9793266654014587 1.7770978212356567 0.9795489311218262
Score: 0.14055216312408447 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.733574867248535 -1.5260117053985596 -1.755178689956665 0.6112363338470459 1.0873973369598389 1.7034837007522583 1.460024356842041
Score: 0.13095955550670624 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 8.300440788269043 -9.030303001403809 -0.8412394523620605 0.4196678698062897 1.682865858078003 1.6870518922805786 4.665283203125
Score: 0.12742508947849274 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 1.959157109260559 3.777496099472046 -1.6252562999725342 0.6047977209091187 1.0340968370437622 1.7595465183258057 4.672656536102295
Score: 0.12351824343204498 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 4.62033224105835 5.918529510498047 -1.541294813156128 0.5098055601119995 1.1002211570739746 1.8160392045974731 4.756252288818359
Score: 0.12219253927469254 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.778973579406738 -1.9976469278335571 -1.5603010654449463 0.6827161908149719 1.041632056236267 1.7626279592514038 1.5913350582122803
Score: 0.12040568143129349 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 2.9518485069274902 -3.480928897857666 -1.9567099809646606 0.622208833694458 1.5306673049926758 1.5611448287963867 4.482382297515869
Score: 0.11948799341917038 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.648926019668579 4.35233736038208 -1.4937634468078613 0.5025489926338196 0.7932549118995667 1.7106256484985352 -0.614621102809906
Score: 0.11516086012125015 Label: 0 Box(x_c, y_c, z_c, w, l, h, -rot): 15.29527759552002 2.8243565559387207 -1.3570220470428467 0.35756275057792664 1.6663134098052979 1.8155561685562134 3.1511383056640625
Score: 0.11460677534341812 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 2.8661155700683594 -3.520103693008423 -2.148320198059082 0.7311368584632874 0.7287294268608093 1.5767685174942017 -0.45369818806648254
Score: 0.11313410848379135 Label: 1 Box(x_c, y_c, z_c, w, l, h, -rot): 8.821527481079102 -1.5930864810943604 -1.6790597438812256 0.5593808889389038 1.090246558189392 1.7459042072296143 2.95933198928833
